,index,walk_id,title,summary,lat,lng
177,177,13,Caroline Chisholm Cairn - Burston Reserve,"Commemorates the centenary of the death of philanthropist Caroline Chisholm, who served the community by welcoming immigrants and building shelters for travellers to the goldfields at Castlemaine.",-37.81139533,144.97519506
178,178,13,"Women\'s Underground Toilet - Gordon Reserve, near Spring St",The toilet is one of 11 erected by the City of Melbourne between 1902 and 1939. The group is now unique in Australia. ,-37.81225468,144.97377934
179,179,13,Parliament House - Spring St,"Victoria was last to grant women suffrage in 1908.A plaque in the garden honours Vida Goldstein,pioneer suffragist and first woman in the British Empire to stand for election to a national parliament.",-37.81134033,144.97330093
180,180,13,Windsor Hotel - 111 Spring St,"Sitting over the main entrance are 2 classically inspired figures draped in robes. The female statue on the right represents Peace, while the male figure on the left represents Plenty.",-37.8120361,144.97327896
181,181,13,The Lyceum Club - 9 Ridgeway Place,"The Lyceum, the famous professional women's club was a purpose-built place, created by and for women, in Victoria. ",-37.81331289,144.97254639
182,182,13,Grosvenor Chambers - 9 Collins St,"This building was erected specifically as artists' studios. Amongst other women who had a studio here, Jane Sutherland was regarded as the leading woman artist of the Heidelberg School. ",-37.81348496,144.97332607
183,183,13,WCTU Rooms - 15 Collins St,The Women's Christian Temperance Union was the largest and most influential of the various women's organisations in Victoria in the late 1890s.,-37.81350108,144.9732442
184,184,13,The Melbourne Club - 36 Collins St,"Established in 1838, the Melbourne Club is Victoria's oldest institution. Women are excluded from membership of this bastion of conservatism and one of the most exclusive organisations in Victoria.",-37.81376307,144.97238302
185,185,13,Harley House - corner of Collins & Exhibition St,"The National Council of Women, based here for 2 decades effectively lobbied for legislation and representation on all boards and committees relating women and children's welfare and legal rights.",-37.81405136,144.97140541
186,186,13,Alexandra Club - next to Harley House,"Founded in 1903, this is one of Australia's longest established and exclusive clubs for women. Members include Dame Elisabeth Murdoch, community worker and women's rights activist Beryl Beaurepaire.",-37.81409325,144.97126335
187,187,13,Le Louvre - 74 Collins St,Formerly a boutique by Lillian Wrightman promoting high fashion European designers. The boutique played a role in establishing Melbourne as the fashion capital of Australia that it has become today.,-37.8141132,144.97119571
188,188,13,Nauru House - 80 Collins St ,"The Australian Conciliation and Arbitration Commission was located here from 1979 - 2006, and women campaigners for equal pay re-enacted the 1969 chain up demonstration at the site on 31 October 1985.",-37.81416524,144.97101924
189,189,13,St Michael's Uniting Church - corner Collins & Russell St,"Women have been part of the congregation since its opening in 1867. The Uniting Church has allowed female ministers who serve in parishes, and some females have been Moderators.",-37.81472708,144.96911402
190,190,13,Flinders Lane,Thousands of women worked in the rag trade and endured poor working conditions such as long hours and low wages. Few buildings of the textile and clothing industries remain. Rosati's is one of them.,-37.81574249,144.96952
191,191,13,Former women's buildings - Russell St,The city meeting place for many women's reformist groups. WCTU's first headquarters at 28 Russell St was where girls from nearby workrooms could get cheap good meals.,-37.81619437,144.96973067
192,192,13,Scots Church - corner Russell and Collins St,"Dame Nellie Melba sang in the church choir as a child. When she died, the funeral service was held here. Women have been members of the congregation since 1874 but cannot serve as ministers.",-37.8147931,144.96865955
193,193,13,Assembly Hall - next to Scots Church - 156 -160 Collins St,"Used for the Women\'s Parliament, which was conducted on parliamentary lines with a ministry and political parties and provided useful training in public speaking and parliamentary procedure.",-37.81485988,144.96843708
194,194,13,Theosophical Society - 181 Collins St,"Once home to the Theosophical Society. Many women have been members of the society, and have been elected president over the years. The current Theosophical Society building is at 126-28 Russell St.",-37.81502825,144.96797732
195,195,13,The Atheneaum - 188 Collins St,"The talented artist Clarice Beckett had large yearly exhibitions at the Athenaeum from 1924 until 1932. The building\'s facade contains a statue of Minerva, patron goddess of wisdom.",-37.81517403,144.96739063
196,196,13,Former underground women's toilet - corner Rusell Bourke St,"Built in 1902, this was the first such toilet built as a result of the lobbying by many women, including members of the Womens Political and Social Crusade. It is now under the sculpture at the site.",-37.81319318,144.96819461
197,197,13,Chinatown - Little Bourke St,"An early centre for prostitution and poverty, the Salvation Army established a hall in Little Bourke Street to do battle for the souls of prostitutes and larrikins in the 19th century.",-37.81182888,144.96758724
198,198,13,Queen Victoria Hospital - 210 Lonsdale St,"One of only 3 hospitals in the world to be founded, managed and staffed by women. It was Australia\'s first female medical service, established by Australia\'s first female doctor in 1896.",-37.81119588,144.96598122
199,199,13,State Library - 328 Swanston St,"Helen Garner wrote her well-known novel 'Monkey Grip' at the library. In the forecourt is the statue of Joan of Arc, the national 15th century heroine of France and saint of the Roman Catholic Church.",-37.8101136,144.96413913
200,200,13,Storey Hall - 344-46 Swanston St,"Various women's organisations rented the premises, including the Women's Peace Army associated with Vida Goldstein. Purple and green are colours of the Irish and early feminists who once occupied it.",-37.80912596,144.9637132
201,201,13,Women's Liberation Office - 16 Little La Trobe St,"Feminists from the Women's Liberation Movement Centre produced a newspaper Vashti's Voice, which promoted women's rights such as equal pay and abortion. ",-37.80919832,144.9630632
202,202,13,Welsh Church - 320 La Trobe St,"The first free dispensary for women in 1896 was set up here. In the first 3 months the clinic treated 2,000 women and children. This led to the establishment of the Queen Victoria Hospital. ",-37.8107335,144.96004608
203,203,13,YWCA's Jasper Hotel - 489 Elizabeth St,"Established in 1882, the organisation provides housing services, job placement and mentoring for many women. Inside is a plaque acknowledging Alice Henry, pioneer journalist and unionist.",-37.80739314,144.95993175
204,204,13,Emily McPherson College (now RMIT) - 379-405 Russell St,"Established to improve the domestic skills of women at a time when there was a push for 'scientific' mothering education, also when a young woman's access to secondary education was limited.",-37.80701437,144.96558548
205,205,13,Old Melbourne Gaol - 377 Russell St,"Ned Kelly's mother, Ellen, was a prisoner in the women's cell block when Ned was hanged in 1880. She was in trouble for aiding and abetting Ned and charged with attempted murder.",-37.80747057,144.96570793
206,206,13,City Watch House - next to the former Magistrates Court,"The first prisoner here was Beatrice Phillips, who was charged with indecent language. The National Council of Women and WCTU successfully lobbied to improve some conditions for female prisoners.",-37.80825597,144.96596787
207,207,13,Magistrates Court - corner La Trobe and Russell St,Jennie Baines was sentenced to 6 months' jail for repeated violations of the War Precautions Act in 1919 for flying red flags. She went on a hunger strike and was released after 4 days.,-37.80880431,144.96620326
208,208,13,Green Latrine - corner Spring and LaTrobe St,"On 21 October 1969 Zelda D'Aprano, a feminist crusader chained herself to the Commonwealth Building (known as the 'Green Latrine', now demolished) until she was cut free by the Commonwealth police.",-37.80775532,144.97098527
209,209,13,Princess Theatre - 163 Spring St,"Many famous actresses have performed at the theatre, including Nellie Stewart, Sibyl Thorndike, Marlene Dietrich and Marina Prior. Nellie Stewart, who starred in the first performance of 'The Mikado'.",-37.81065206,144.9726464
210,210,14,Visitor centre and restaurant,"We start the walk from the visitors centre that overlooks Jells lake.  The restaurant is open every day except Christmas Day.
",-37.89694177,145.19710782
211,211,14,Wattles in bloom,As soon as you start wandering down to the lake you will notice some wonderful native flora to your right.,-37.89801882,145.1988219
212,212,14,Pacific Black Duck,Around the lake there is abundant bird life including the versatile Pacific Black Duck. It frequents all types of water and is found in all but the most arid regions of Australia.,-37.89843915,145.2009245
213,213,14,Eurasian Coot,"The Eurasian Coot is easy to find.  Its an omnivore, and will take a variety of small live prey including the eggs of other water birds, as well as algae, vegetation, seeds and fruit.",-37.89830021,145.20097603
214,214,14,A stroll in the park,"The path meanders along the edge of open parkland before heading into the conservation area.    
",-37.89801615,145.20108139
215,215,14,By the lakeside,"When you are near the lake listen out for some of the thousands of frogs that live here.  They do not drink water, and instead absorb it through their skin.",-37.89787445,145.20113395
